id,page,chapter,verseNumber,verseText,chapterName
2022,281,16,121,شاكرا لأنعمه اجتباه وهداه إلى صراط مستقيم,النحل
2023,281,16,122,وآتيناه في الدنيا حسنة وإنه في الآخرة لمن الصالحين,النحل
2024,281,16,123,ثم أوحينا إليك أن اتبع ملة إبراهيم حنيفا وما كان من المشركين,النحل
2025,281,16,124,إنما جعل السبت على الذين اختلفوا فيه وإن ربك ليحكم بينهم يوم القيامة فيما كانوا فيه يختلفون,النحل
2026,281,16,125,ادع إلى سبيل ربك بالحكمة والموعظة الحسنة وجادلهم بالتي هي أحسن إن ربك هو أعلم بمن ضل عن سبيله وهو أعلم بالمهتدين,النحل
2027,281,16,126,وإن عاقبتم فعاقبوا بمثل ما عوقبتم به ولئن صبرتم لهو خير للصابرين,النحل
2028,281,16,127,واصبر وما صبرك إلا بالله ولا تحزن عليهم ولا تك في ضيق مما يمكرون,النحل
2029,281,16,128,إن الله مع الذين اتقوا والذين هم محسنون,النحل
2030,282,17,1,سبحان الذي أسرى بعبده ليلا من المسجد الحرام إلى المسجد الأقصى الذي باركنا حوله لنريه من آياتنا إنه هو السميع البصير,الإسراء
2031,282,17,2,وآتينا موسى الكتاب وجعلناه هدى لبني إسرائيل ألا تتخذوا من دوني وكيلا,الإسراء
2032,282,17,3,ذرية من حملنا مع نوح إنه كان عبدا شكورا,الإسراء
2033,282,17,4,وقضينا إلى بني إسرائيل في الكتاب لتفسدن في الأرض مرتين ولتعلن علوا كبيرا,الإسراء
2034,282,17,5,فإذا جاء وعد أولاهما بعثنا عليكم عبادا لنا أولي بأس شديد فجاسوا خلال الديار وكان وعدا مفعولا,الإسراء
2035,282,17,6,ثم رددنا لكم الكرة عليهم وأمددناكم بأموال وبنين وجعلناكم أكثر نفيرا,الإسراء
2036,282,17,7,إن أحسنتم أحسنتم لأنفسكم وإن أسأتم فلها فإذا جاء وعد الآخرة ليسوءوا وجوهكم وليدخلوا المسجد كما دخلوه أول مرة وليتبروا ما علوا تتبيرا,الإسراء
2037,283,17,8,عسى ربكم أن يرحمكم وإن عدتم عدنا وجعلنا جهنم للكافرين حصيرا,الإسراء
2038,283,17,9,إن هذا القرآن يهدي للتي هي أقوم ويبشر المؤمنين الذين يعملون الصالحات أن لهم أجرا كبيرا,الإسراء
2039,283,17,10,وأن الذين لا يؤمنون بالآخرة أعتدنا لهم عذابا أليما,الإسراء
2040,283,17,11,ويدع الإنسان بالشر دعاءه بالخير وكان الإنسان عجولا,الإسراء
2041,283,17,12,وجعلنا الليل والنهار آيتين فمحونا آية الليل وجعلنا آية النهار مبصرة لتبتغوا فضلا من ربكم ولتعلموا عدد السنين والحساب وكل شيء فصلناه تفصيلا,الإسراء
2042,283,17,13,وكل إنسان ألزمناه طائره في عنقه ونخرج له يوم القيامة كتابا يلقاه منشورا,الإسراء
2043,283,17,14,اقرأ كتابك كفى بنفسك اليوم عليك حسيبا,الإسراء
2044,283,17,15,من اهتدى فإنما يهتدي لنفسه ومن ضل فإنما يضل عليها ولا تزر وازرة وزر أخرى وما كنا معذبين حتى نبعث رسولا,الإسراء
2045,283,17,16,وإذا أردنا أن نهلك قرية أمرنا مترفيها ففسقوا فيها فحق عليها القول فدمرناها تدميرا,الإسراء
2046,283,17,17,وكم أهلكنا من القرون من بعد نوح وكفى بربك بذنوب عباده خبيرا بصيرا,الإسراء
2047,284,17,18,من كان يريد العاجلة عجلنا له فيها ما نشاء لمن نريد ثم جعلنا له جهنم يصلاها مذموما مدحورا,الإسراء
2048,284,17,19,ومن أراد الآخرة وسعى لها سعيها وهو مؤمن فأولئك كان سعيهم مشكورا,الإسراء
2049,284,17,20,كلا نمد هؤلاء وهؤلاء من عطاء ربك وما كان عطاء ربك محظورا,الإسراء
2050,284,17,21,انظر كيف فضلنا بعضهم على بعض وللآخرة أكبر درجات وأكبر تفضيلا,الإسراء
2051,284,17,22,لا تجعل مع الله إلها آخر فتقعد مذموما مخذولا,الإسراء
2052,284,17,23,وقضى ربك ألا تعبدوا إلا إياه وبالوالدين إحسانا إما يبلغن عندك الكبر أحدهما أو كلاهما فلا تقل لهما أف ولا تنهرهما وقل لهما قولا كريما,الإسراء
2053,284,17,24,واخفض لهما جناح الذل من الرحمة وقل رب ارحمهما كما ربياني صغيرا,الإسراء
2054,284,17,25,ربكم أعلم بما في نفوسكم إن تكونوا صالحين فإنه كان للأوابين غفورا,الإسراء
2055,284,17,26,وآت ذا القربى حقه والمسكين وابن السبيل ولا تبذر تبذيرا,الإسراء
2056,284,17,27,إن المبذرين كانوا إخوان الشياطين وكان الشيطان لربه كفورا,الإسراء
2057,285,17,28,وإما تعرضن عنهم ابتغاء رحمة من ربك ترجوها فقل لهم قولا ميسورا,الإسراء
2058,285,17,29,ولا تجعل يدك مغلولة إلى عنقك ولا تبسطها كل البسط فتقعد ملوما محسورا,الإسراء
2059,285,17,30,إن ربك يبسط الرزق لمن يشاء ويقدر إنه كان بعباده خبيرا بصيرا,الإسراء
2060,285,17,31,ولا تقتلوا أولادكم خشية إملاق نحن نرزقهم وإياكم إن قتلهم كان خطئا كبيرا,الإسراء
2061,285,17,32,ولا تقربوا الزنا إنه كان فاحشة وساء سبيلا,الإسراء
2062,285,17,33,ولا تقتلوا النفس التي حرم الله إلا بالحق ومن قتل مظلوما فقد جعلنا لوليه سلطانا فلا يسرف في القتل إنه كان منصورا,الإسراء
2063,285,17,34,ولا تقربوا مال اليتيم إلا بالتي هي أحسن حتى يبلغ أشده وأوفوا بالعهد إن العهد كان مسئولا,الإسراء
2064,285,17,35,وأوفوا الكيل إذا كلتم وزنوا بالقسطاس المستقيم ذلك خير وأحسن تأويلا,الإسراء
2065,285,17,36,ولا تقف ما ليس لك به علم إن السمع والبصر والفؤاد كل أولئك كان عنه مسئولا,الإسراء
2066,285,17,37,ولا تمش في الأرض مرحا إنك لن تخرق الأرض ولن تبلغ الجبال طولا,الإسراء
2067,285,17,38,كل ذلك كان سيئه عند ربك مكروها,الإسراء
2068,286,17,39,ذلك مما أوحى إليك ربك من الحكمة ولا تجعل مع الله إلها آخر فتلقى في جهنم ملوما مدحورا,الإسراء
2069,286,17,40,أفأصفاكم ربكم بالبنين واتخذ من الملائكة إناثا إنكم لتقولون قولا عظيما,الإسراء
2070,286,17,41,ولقد صرفنا في هذا القرآن ليذكروا وما يزيدهم إلا نفورا,الإسراء
2071,286,17,42,قل لو كان معه آلهة كما يقولون إذا لابتغوا إلى ذي العرش سبيلا,الإسراء
2072,286,17,43,سبحانه وتعالى عما يقولون علوا كبيرا,الإسراء
2073,286,17,44,تسبح له السموات السبع والأرض ومن فيهن وإن من شيء إلا يسبح بحمده ولكن لا تفقهون تسبيحهم إنه كان حليما غفورا,الإسراء
2074,286,17,45,وإذا قرأت القرآن جعلنا بينك وبين الذين لا يؤمنون بالآخرة حجابا مستورا,الإسراء
2075,286,17,46,وجعلنا على قلوبهم أكنة أن يفقهوه وفي آذانهم وقرا وإذا ذكرت ربك في القرآن وحده ولوا على أدبارهم نفورا,الإسراء
2076,286,17,47,نحن أعلم بما يستمعون به إذ يستمعون إليك وإذ هم نجوى إذ يقول الظالمون إن تتبعون إلا رجلا مسحورا,الإسراء
2077,286,17,48,انظر كيف ضربوا لك الأمثال فضلوا فلا يستطيعون سبيلا,الإسراء
2078,286,17,49,وقالوا أئذا كنا عظاما ورفاتا أئنا لمبعوثون خلقا جديدا,الإسراء
2079,287,17,50,قل كونوا حجارة أو حديدا,الإسراء
2080,287,17,51,أو خلقا مما يكبر في صدوركم فسيقولون من يعيدنا قل الذي فطركم أول مرة فسينغضون إليك رءوسهم ويقولون متى هو قل عسى أن يكون قريبا,الإسراء
2081,287,17,52,يوم يدعوكم فتستجيبون بحمده وتظنون إن لبثتم إلا قليلا,الإسراء
2082,287,17,53,وقل لعبادي يقولوا التي هي أحسن إن الشيطان ينزغ بينهم إن الشيطان كان للإنسان عدوا مبينا,الإسراء
2083,287,17,54,ربكم أعلم بكم إن يشأ يرحمكم أو إن يشأ يعذبكم وما أرسلناك عليهم وكيلا,الإسراء
2084,287,17,55,وربك أعلم بمن في السموات والأرض ولقد فضلنا بعض النبيين على بعض وآتينا داود زبورا,الإسراء
2085,287,17,56,قل ادعوا الذين زعمتم من دونه فلا يملكون كشف الضر عنكم ولا تحويلا,الإسراء
2086,287,17,57,أولئك الذين يدعون يبتغون إلى ربهم الوسيلة أيهم أقرب ويرجون رحمته ويخافون عذابه إن عذاب ربك كان محذورا,الإسراء
2087,287,17,58,وإن من قرية إلا نحن مهلكوها قبل يوم القيامة أو معذبوها عذابا شديدا كان ذلك في الكتاب مسطورا,الإسراء
2088,288,17,59,وما منعنا أن نرسل بالآيات إلا أن كذب بها الأولون وآتينا ثمود الناقة مبصرة فظلموا بها وما نرسل بالآيات إلا تخويفا,الإسراء
2089,288,17,60,وإذ قلنا لك إن ربك أحاط بالناس وما جعلنا الرؤيا التي أريناك إلا فتنة للناس والشجرة الملعونة في القرآن ونخوفهم فما يزيدهم إلا طغيانا كبيرا,الإسراء
2090,288,17,61,وإذ قلنا للملائكة اسجدوا لآدم فسجدوا إلا إبليس قال أأسجد لمن خلقت طينا,الإسراء
2091,288,17,62,قال أرأيتك هذا الذي كرمت علي لئن أخرتني إلى يوم القيامة لأحتنكن ذريته إلا قليلا,الإسراء
2092,288,17,63,قال اذهب فمن تبعك منهم فإن جهنم جزاؤكم جزاء موفورا,الإسراء
2093,288,17,64,واستفزز من استطعت منهم بصوتك وأجلب عليهم بخيلك ورجلك وشاركهم في الأموال والأولاد وعدهم وما يعدهم الشيطان إلا غرورا,الإسراء
2094,288,17,65,إن عبادي ليس لك عليهم سلطان وكفى بربك وكيلا,الإسراء
2095,288,17,66,ربكم الذي يزجي لكم الفلك في البحر لتبتغوا من فضله إنه كان بكم رحيما,الإسراء
2096,289,17,67,وإذا مسكم الضر في البحر ضل من تدعون إلا إياه فلما نجاكم إلى البر أعرضتم وكان الإنسان كفورا,الإسراء
2097,289,17,68,أفأمنتم أن يخسف بكم جانب البر أو يرسل عليكم حاصبا ثم لا تجدوا لكم وكيلا,الإسراء
2098,289,17,69,أم أمنتم أن يعيدكم فيه تارة أخرى فيرسل عليكم قاصفا من الريح فيغرقكم بما كفرتم ثم لا تجدوا لكم علينا به تبيعا,الإسراء
2099,289,17,70,ولقد كرمنا بني آدم وحملناهم في البر والبحر ورزقناهم من الطيبات وفضلناهم على كثير ممن خلقنا تفضيلا,الإسراء
2100,289,17,71,يوم ندعوا كل أناس بإمامهم فمن أوتي كتابه بيمينه فأولئك يقرءون كتابهم ولا يظلمون فتيلا,الإسراء
2101,289,17,72,ومن كان في هذه أعمى فهو في الآخرة أعمى وأضل سبيلا,الإسراء
2102,289,17,73,وإن كادوا ليفتنونك عن الذي أوحينا إليك لتفتري علينا غيره وإذا لاتخذوك خليلا,الإسراء
2103,289,17,74,ولولا أن ثبتناك لقد كدت تركن إليهم شيئا قليلا,الإسراء
2104,289,17,75,إذا لأذقناك ضعف الحياة وضعف الممات ثم لا تجد لك علينا نصيرا,الإسراء
2105,290,17,76,وإن كادوا ليستفزونك من الأرض ليخرجوك منها وإذا لا يلبثون خلافك إلا قليلا,الإسراء
2106,290,17,77,سنة من قد أرسلنا قبلك من رسلنا ولا تجد لسنتنا تحويلا,الإسراء
2107,290,17,78,أقم الصلاة لدلوك الشمس إلى غسق الليل وقرآن الفجر إن قرآن الفجر كان مشهودا,الإسراء
2108,290,17,79,ومن الليل فتهجد به نافلة لك عسى أن يبعثك ربك مقاما محمودا,الإسراء
2109,290,17,80,وقل رب أدخلني مدخل صدق وأخرجني مخرج صدق واجعل لي من لدنك سلطانا نصيرا,الإسراء
2110,290,17,81,وقل جاء الحق وزهق الباطل إن الباطل كان زهوقا,الإسراء
2111,290,17,82,وننزل من القرآن ما هو شفاء ورحمة للمؤمنين ولا يزيد الظالمين إلا خسارا,الإسراء
2112,290,17,83,وإذا أنعمنا على الإنسان أعرض ونأى بجانبه وإذا مسه الشر كان يئوسا,الإسراء
2113,290,17,84,قل كل يعمل على شاكلته فربكم أعلم بمن هو أهدى سبيلا,الإسراء
2114,290,17,85,ويسألونك عن الروح قل الروح من أمر ربي وما أوتيتم من العلم إلا قليلا,الإسراء
2115,290,17,86,ولئن شئنا لنذهبن بالذي أوحينا إليك ثم لا تجد لك به علينا وكيلا,الإسراء
2116,291,17,87,إلا رحمة من ربك إن فضله كان عليك كبيرا,الإسراء
2117,291,17,88,قل لئن اجتمعت الإنس والجن على أن يأتوا بمثل هذا القرآن لا يأتون بمثله ولو كان بعضهم لبعض ظهيرا,الإسراء
2118,291,17,89,ولقد صرفنا للناس في هذا القرآن من كل مثل فأبى أكثر الناس إلا كفورا,الإسراء
2119,291,17,90,وقالوا لن نؤمن لك حتى تفجر لنا من الأرض ينبوعا,الإسراء
2120,291,17,91,أو تكون لك جنة من نخيل وعنب فتفجر الأنهار خلالها تفجيرا,الإسراء
2121,291,17,92,أو تسقط السماء كما زعمت علينا كسفا أو تأتي بالله والملائكة قبيلا,الإسراء
2122,291,17,93,أو يكون لك بيت من زخرف أو ترقى في السماء ولن نؤمن لرقيك حتى تنزل علينا كتابا نقرؤه قل سبحان ربي هل كنت إلا بشرا رسولا,الإسراء
2123,291,17,94,وما منع الناس أن يؤمنوا إذ جاءهم الهدى إلا أن قالوا أبعث الله بشرا رسولا,الإسراء
2124,291,17,95,قل لو كان في الأرض ملائكة يمشون مطمئنين لنزلنا عليهم من السماء ملكا رسولا,الإسراء
2125,291,17,96,قل كفى بالله شهيدا بيني وبينكم إنه كان بعباده خبيرا بصيرا,الإسراء
2126,292,17,97,ومن يهد الله فهو المهتد ومن يضلل فلن تجد لهم أولياء من دونه ونحشرهم يوم القيامة على وجوههم عميا وبكما وصما مأواهم جهنم كلما خبت زدناهم سعيرا,الإسراء
2127,292,17,98,ذلك جزاؤهم بأنهم كفروا بآياتنا وقالوا أئذا كنا عظاما ورفاتا أئنا لمبعوثون خلقا جديدا,الإسراء
2128,292,17,99,أو لم يروا أن الله الذي خلق السموات والأرض قادر على أن يخلق مثلهم وجعل لهم أجلا لا ريب فيه فأبى الظالمون إلا كفورا,الإسراء
2129,292,17,100,قل لو أنتم تملكون خزائن رحمة ربي إذا لأمسكتم خشية الإنفاق وكان الإنسان قتورا,الإسراء
2130,292,17,101,ولقد آتينا موسى تسع آيات بينات فاسأل بني إسرائيل إذ جاءهم فقال له فرعون إني لأظنك ياموسى مسحورا,الإسراء
2131,292,17,102,قال لقد علمت ما أنزل هؤلاء إلا رب السموات والأرض بصائر وإني لأظنك يافرعون مثبورا,الإسراء
2132,292,17,103,فأراد أن يستفزهم من الأرض فأغرقناه ومن معه جميعا,الإسراء
2133,292,17,104,وقلنا من بعده لبني إسرائيل اسكنوا الأرض فإذا جاء وعد الآخرة جئنا بكم لفيفا,الإسراء
2134,293,17,105,وبالحق أنزلناه وبالحق نزل وما أرسلناك إلا مبشرا ونذيرا,الإسراء
2135,293,17,106,وقرآنا فرقناه لتقرأه على الناس على مكث ونزلناه تنزيلا,الإسراء
2136,293,17,107,قل آمنوا به أو لا تؤمنوا إن الذين أوتوا العلم من قبله إذا يتلى عليهم يخرون للأذقان سجدا,الإسراء
2137,293,17,108,ويقولون سبحان ربنا إن كان وعد ربنا لمفعولا,الإسراء
2138,293,17,109,ويخرون للأذقان يبكون ويزيدهم خشوعا,الإسراء
2139,293,17,110,قل ادعوا الله أو ادعوا الرحمن أيا ما تدعوا فله الأسماء الحسنى ولا تجهر بصلاتك ولا تخافت بها وابتغ بين ذلك سبيلا,الإسراء
2140,293,17,111,وقل الحمد لله الذي لم يتخذ ولدا ولم يكن له شريك في الملك ولم يكن له ولي من الذل وكبره تكبيرا,الإسراء
2141,293,18,1,الحمد لله الذي أنزل على عبده الكتاب ولم يجعل له عوجا,الكهف
2142,293,18,2,قيما لينذر بأسا شديدا من لدنه ويبشر المؤمنين الذين يعملون الصالحات أن لهم أجرا حسنا,الكهف
2143,293,18,3,ماكثين فيه أبدا,الكهف
2144,293,18,4,وينذر الذين قالوا اتخذ الله ولدا,الكهف
2145,294,18,5,ما لهم به من علم ولا لآبائهم كبرت كلمة تخرج من أفواههم إن يقولون إلا كذبا,الكهف
2146,294,18,6,فلعلك باخع نفسك على آثارهم إن لم يؤمنوا بهذا الحديث أسفا,الكهف
2147,294,18,7,إنا جعلنا ما على الأرض زينة لها لنبلوهم أيهم أحسن عملا,الكهف
2148,294,18,8,وإنا لجاعلون ما عليها صعيدا جرزا,الكهف
2149,294,18,9,أم حسبت أن أصحاب الكهف والرقيم كانوا من آياتنا عجبا,الكهف
2150,294,18,10,إذ أوى الفتية إلى الكهف فقالوا ربنا آتنا من لدنك رحمة وهيئ لنا من أمرنا رشدا,الكهف
2151,294,18,11,فضربنا على آذانهم في الكهف سنين عددا,الكهف
2152,294,18,12,ثم بعثناهم لنعلم أي الحزبين أحصى لما لبثوا أمدا,الكهف
2153,294,18,13,نحن نقص عليك نبأهم بالحق إنهم فتية آمنوا بربهم وزدناهم هدى,الكهف
2154,294,18,14,وربطنا على قلوبهم إذ قاموا فقالوا ربنا رب السموات والأرض لن ندعوا من دونه إلها لقد قلنا إذا شططا,الكهف
2155,294,18,15,هؤلاء قومنا اتخذوا من دونه آلهة لولا يأتون عليهم بسلطان بين فمن أظلم ممن افترى على الله كذبا,الكهف
2156,295,18,16,وإذ اعتزلتموهم وما يعبدون إلا الله فأووا إلى الكهف ينشر لكم ربكم من رحمته ويهيئ لكم من أمركم مرفقا,الكهف
2157,295,18,17,وترى الشمس إذا طلعت تزاور عن كهفهم ذات اليمين وإذا غربت تقرضهم ذات الشمال وهم في فجوة منه ذلك من آيات الله من يهد الله فهو المهتد ومن يضلل فلن تجد له وليا مرشدا,الكهف
2158,295,18,18,وتحسبهم أيقاظا وهم رقود ونقلبهم ذات اليمين وذات الشمال وكلبهم باسط ذراعيه بالوصيد لو اطلعت عليهم لوليت منهم فرارا ولملئت منهم رعبا,الكهف
2159,295,18,19,وكذلك بعثناهم ليتساءلوا بينهم قال قائل منهم كم لبثتم قالوا لبثنا يوما أو بعض يوم قالوا ربكم أعلم بما لبثتم فابعثوا أحدكم بورقكم هذه إلى المدينة فلينظر أيها أزكى طعاما فليأتكم برزق منه وليتلطف ولا يشعرن بكم أحدا,الكهف
2160,295,18,20,إنهم إن يظهروا عليكم يرجموكم أو يعيدوكم في ملتهم ولن تفلحوا إذا أبدا,الكهف
2161,296,18,21,وكذلك أعثرنا عليهم ليعلموا أن وعد الله حق وأن الساعة لا ريب فيها إذ يتنازعون بينهم أمرهم فقالوا ابنوا عليهم بنيانا ربهم أعلم بهم قال الذين غلبوا على أمرهم لنتخذن عليهم مسجدا,الكهف
2162,296,18,22,سيقولون ثلاثة رابعهم كلبهم ويقولون خمسة سادسهم كلبهم رجما بالغيب ويقولون سبعة وثامنهم كلبهم قل ربي أعلم بعدتهم ما يعلمهم إلا قليل فلا تمار فيهم إلا مراء ظاهرا ولا تستفت فيهم منهم أحدا,الكهف
2163,296,18,23,ولا تقولن لشيء إني فاعل ذلك غدا,الكهف
2164,296,18,24,إلا أن يشاء الله واذكر ربك إذا نسيت وقل عسى أن يهدين ربي لأقرب من هذا رشدا,الكهف
2165,296,18,25,ولبثوا في كهفهم ثلاث مائة سنين وازدادوا تسعا,الكهف
2166,296,18,26,قل الله أعلم بما لبثوا له غيب السموات والأرض أبصر به وأسمع ما لهم من دونه من ولي ولا يشرك في حكمه أحدا,الكهف
2167,296,18,27,واتل ما أوحي إليك من كتاب ربك لا مبدل لكلماته ولن تجد من دونه ملتحدا,الكهف
2168,297,18,28,واصبر نفسك مع الذين يدعون ربهم بالغداة والعشي يريدون وجهه ولا تعد عيناك عنهم تريد زينة الحياة الدنيا ولا تطع من أغفلنا قلبه عن ذكرنا واتبع هواه وكان أمره فرطا,الكهف
2169,297,18,29,وقل الحق من ربكم فمن شاء فليؤمن ومن شاء فليكفر إنا أعتدنا للظالمين نارا أحاط بهم سرادقها وإن يستغيثوا يغاثوا بماء كالمهل يشوي الوجوه بئس الشراب وساءت مرتفقا,الكهف
2170,297,18,30,إن الذين آمنوا وعملوا الصالحات إنا لا نضيع أجر من أحسن عملا,الكهف
2171,297,18,31,أولئك لهم جنات عدن تجري من تحتهم الأنهار يحلون فيها من أساور من ذهب ويلبسون ثيابا خضرا من سندس وإستبرق متكئين فيها على الأرائك نعم الثواب وحسنت مرتفقا,الكهف
2172,297,18,32,واضرب لهم مثلا رجلين جعلنا لأحدهما جنتين من أعناب وحففناهما بنخل وجعلنا بينهما زرعا,الكهف
2173,297,18,33,كلتا الجنتين آتت أكلها ولم تظلم منه شيئا وفجرنا خلالهما نهرا,الكهف
2174,297,18,34,وكان له ثمر فقال لصاحبه وهو يحاوره أنا أكثر منك مالا وأعز نفرا,الكهف
2175,298,18,35,ودخل جنته وهو ظالم لنفسه قال ما أظن أن تبيد هذه أبدا,الكهف
2176,298,18,36,وما أظن الساعة قائمة ولئن رددت إلى ربي لأجدن خيرا منها منقلبا,الكهف
2177,298,18,37,قال له صاحبه وهو يحاوره أكفرت بالذي خلقك من تراب ثم من نطفة ثم سواك رجلا,الكهف
2178,298,18,38,لكنا هو الله ربي ولا أشرك بربي أحدا,الكهف
2179,298,18,39,ولولا إذ دخلت جنتك قلت ما شاء الله لا قوة إلا بالله إن ترن أنا أقل منك مالا وولدا,الكهف
2180,298,18,40,فعسى ربي أن يؤتين خيرا من جنتك ويرسل عليها حسبانا من السماء فتصبح صعيدا زلقا,الكهف
2181,298,18,41,أو يصبح ماؤها غورا فلن تستطيع له طلبا,الكهف
2182,298,18,42,وأحيط بثمره فأصبح يقلب كفيه على ما أنفق فيها وهي خاوية على عروشها ويقول ياليتني لم أشرك بربي أحدا,الكهف
2183,298,18,43,ولم تكن له فئة ينصرونه من دون الله وما كان منتصرا,الكهف
2184,298,18,44,هنالك الولاية لله الحق هو خير ثوابا وخير عقبا,الكهف
2185,298,18,45,واضرب لهم مثل الحياة الدنيا كماء أنزلناه من السماء فاختلط به نبات الأرض فأصبح هشيما تذروه الرياح وكان الله على كل شيء مقتدرا,الكهف
2186,299,18,46,المال والبنون زينة الحياة الدنيا والباقيات الصالحات خير عند ربك ثوابا وخير أملا,الكهف
2187,299,18,47,ويوم نسير الجبال وترى الأرض بارزة وحشرناهم فلم نغادر منهم أحدا,الكهف
2188,299,18,48,وعرضوا على ربك صفا لقد جئتمونا كما خلقناكم أول مرة بل زعمتم ألن نجعل لكم موعدا,الكهف
2189,299,18,49,ووضع الكتاب فترى المجرمين مشفقين مما فيه ويقولون ياويلتنا مال هذا الكتاب لا يغادر صغيرة ولا كبيرة إلا أحصاها ووجدوا ما عملوا حاضرا ولا يظلم ربك أحدا,الكهف
2190,299,18,50,وإذ قلنا للملائكة اسجدوا لآدم فسجدوا إلا إبليس كان من الجن ففسق عن أمر ربه أفتتخذونه وذريته أولياء من دوني وهم لكم عدو بئس للظالمين بدلا,الكهف
2191,299,18,51,ما أشهدتهم خلق السموات والأرض ولا خلق أنفسهم وما كنت متخذ المضلين عضدا,الكهف
2192,299,18,52,ويوم يقول نادوا شركائي الذين زعمتم فدعوهم فلم يستجيبوا لهم وجعلنا بينهم موبقا,الكهف
2193,299,18,53,ورأى المجرمون النار فظنوا أنهم مواقعوها ولم يجدوا عنها مصرفا,الكهف
2194,300,18,54,ولقد صرفنا في هذا القرآن للناس من كل مثل وكان الإنسان أكثر شيء جدلا,الكهف
2195,300,18,55,وما منع الناس أن يؤمنوا إذ جاءهم الهدى ويستغفروا ربهم إلا أن تأتيهم سنة الأولين أو يأتيهم العذاب قبلا,الكهف
2196,300,18,56,وما نرسل المرسلين إلا مبشرين ومنذرين ويجادل الذين كفروا بالباطل ليدحضوا به الحق واتخذوا آياتي وما أنذروا هزوا,الكهف
2197,300,18,57,ومن أظلم ممن ذكر بآيات ربه فأعرض عنها ونسي ما قدمت يداه إنا جعلنا على قلوبهم أكنة أن يفقهوه وفي آذانهم وقرا وإن تدعهم إلى الهدى فلن يهتدوا إذا أبدا,الكهف
2198,300,18,58,وربك الغفور ذو الرحمة لو يؤاخذهم بما كسبوا لعجل لهم العذاب بل لهم موعد لن يجدوا من دونه موئلا,الكهف
2199,300,18,59,وتلك القرى أهلكناهم لما ظلموا وجعلنا لمهلكهم موعدا,الكهف
2200,300,18,60,وإذ قال موسى لفتاه لا أبرح حتى أبلغ مجمع البحرين أو أمضي حقبا,الكهف
2201,300,18,61,فلما بلغا مجمع بينهما نسيا حوتهما فاتخذ سبيله في البحر سربا,الكهف
2202,301,18,62,فلما جاوزا قال لفتاه آتنا غداءنا لقد لقينا من سفرنا هذا نصبا,الكهف
2203,301,18,63,قال أرأيت إذ أوينا إلى الصخرة فإني نسيت الحوت وما أنسانيه إلا الشيطان أن أذكره واتخذ سبيله في البحر عجبا,الكهف
2204,301,18,64,قال ذلك ما كنا نبغ فارتدا على آثارهما قصصا,الكهف
2205,301,18,65,فوجدا عبدا من عبادنا آتيناه رحمة من عندنا وعلمناه من لدنا علما,الكهف
2206,301,18,66,قال له موسى هل أتبعك على أن تعلمن مما علمت رشدا,الكهف
2207,301,18,67,قال إنك لن تستطيع معي صبرا,الكهف
2208,301,18,68,وكيف تصبر على ما لم تحط به خبرا,الكهف
2209,301,18,69,قال ستجدني إن شاء الله صابرا ولا أعصي لك أمرا,الكهف
2210,301,18,70,قال فإن اتبعتني فلا تسألني عن شيء حتى أحدث لك منه ذكرا,الكهف
2211,301,18,71,فانطلقا حتى إذا ركبا في السفينة خرقها قال أخرقتها لتغرق أهلها لقد جئت شيئا إمرا,الكهف
2212,301,18,72,قال ألم أقل إنك لن تستطيع معي صبرا,الكهف
2213,301,18,73,قال لا تؤاخذني بما نسيت ولا ترهقني من أمري عسرا,الكهف
2214,301,18,74,فانطلقا حتى إذا لقيا غلاما فقتله قال أقتلت نفسا زكية بغير نفس لقد جئت شيئا نكرا,الكهف
2215,302,18,75,قال ألم أقل لك إنك لن تستطيع معي صبرا,الكهف
2216,302,18,76,قال إن سألتك عن شيء بعدها فلا تصاحبني قد بلغت من لدني عذرا,الكهف
2217,302,18,77,فانطلقا حتى إذا أتيا أهل قرية استطعما أهلها فأبوا أن يضيفوهما فوجدا فيها جدارا يريد أن ينقض فأقامه قال لو شئت لتخذت عليه أجرا,الكهف
2218,302,18,78,قال هذا فراق بيني وبينك سأنبئك بتأويل ما لم تستطع عليه صبرا,الكهف
2219,302,18,79,أما السفينة فكانت لمساكين يعملون في البحر فأردت أن أعيبها وكان وراءهم ملك يأخذ كل سفينة غصبا,الكهف
2220,302,18,80,وأما الغلام فكان أبواه مؤمنين فخشينا أن يرهقهما طغيانا وكفرا,الكهف
2221,302,18,81,فأردنا أن يبدلهما ربهما خيرا منه زكاة وأقرب رحما,الكهف
2222,302,18,82,وأما الجدار فكان لغلامين يتيمين في المدينة وكان تحته كنز لهما وكان أبوهما صالحا فأراد ربك أن يبلغا أشدهما ويستخرجا كنزهما رحمة من ربك وما فعلته عن أمري ذلك تأويل ما لم تسطع عليه صبرا,الكهف
2223,302,18,83,ويسألونك عن ذي القرنين قل سأتلو عليكم منه ذكرا,الكهف
2224,303,18,84,إنا مكنا له في الأرض وآتيناه من كل شيء سببا,الكهف
2225,303,18,85,فأتبع سببا,الكهف
2226,303,18,86,حتى إذا بلغ مغرب الشمس وجدها تغرب في عين حمئة ووجد عندها قوما قلنا ياذا القرنين إما أن تعذب وإما أن تتخذ فيهم حسنا,الكهف
2227,303,18,87,قال أما من ظلم فسوف نعذبه ثم يرد إلى ربه فيعذبه عذابا نكرا,الكهف
